id;node_name;cpu_usage;ram_usage;uptime;created_at
2281;prx3;1.58;24.35;864915;2025-12-23 14:33:13.354029+00:00
2280;prx1;0.08;3.3;864794;2025-12-23 14:33:11.509838+00:00
2279;prx2;0.39;18.2;864862;2025-12-23 14:33:04.199826+00:00
2278;prx3;0.64;24.36;864900;2025-12-23 14:32:58.130738+00:00
2277;prx3;0.71;24.36;864898;2025-12-23 14:32:56.361851+00:00
2276;prx2;0.47;18.2;864847;2025-12-23 14:32:48.989655+00:00
2275;prx3;1.07;24.36;864885;2025-12-23 14:32:42.969791+00:00
2274;prx1;0.08;3.29;864763;2025-12-23 14:32:41.160387+00:00
2273;prx2;0.49;18.2;864832;2025-12-23 14:32:33.844027+00:00
2272;prx3;0.42;24.36;864870;2025-12-23 14:32:27.748924+00:00
2271;prx3;1.0;24.35;864868;2025-12-23 14:32:25.976748+00:00
2270;prx2;0.0;18.2;864817;2025-12-23 14:32:18.660605+00:00
2269;prx3;1.04;24.36;864854;2025-12-23 14:32:12.533771+00:00
2268;prx3;1.05;24.35;864853;2025-12-23 14:32:10.751071+00:00
2267;prx2;0.37;18.12;864802;2025-12-23 14:32:03.480368+00:00
2266;prx3;0.76;24.37;864839;2025-12-23 14:31:57.322772+00:00
2265;prx3;0.76;24.36;864837;2025-12-23 14:31:55.574286+00:00
2264;prx2;0.33;18.12;864787;2025-12-23 14:31:48.340730+00:00
2263;prx3;0.73;24.37;864824;2025-12-23 14:31:42.173243+00:00
2262;prx1;0.08;3.29;864703;2025-12-23 14:31:40.398813+00:00
2261;prx2;0.41;18.12;864771;2025-12-23 14:31:33.191712+00:00
2260;prx3;0.61;24.36;864809;2025-12-23 14:31:27.006926+00:00
2259;prx3;0.67;24.36;864807;2025-12-23 14:31:25.242138+00:00
2258;prx2;0.36;18.12;864756;2025-12-23 14:31:18.043537+00:00
2257;prx3;0.97;24.36;864794;2025-12-23 14:31:11.844532+00:00
2256;prx3;1.12;24.35;864792;2025-12-23 14:31:10.095770+00:00
2255;prx2;0.35;18.12;864741;2025-12-23 14:31:02.892844+00:00
2254;prx3;0.96;24.35;864779;2025-12-23 14:30:56.658326+00:00
2253;prx1;0.08;3.27;864657;2025-12-23 14:30:54.926139+00:00
2252;prx2;0.39;18.12;864726;2025-12-23 14:30:47.738005+00:00
2251;prx3;0.73;24.35;864763;2025-12-23 14:30:41.455849+00:00
2250;prx1;0.08;3.28;864642;2025-12-23 14:30:39.760925+00:00
2249;prx2;0.47;18.13;864711;2025-12-23 14:30:32.594835+00:00
2248;prx3;1.44;24.36;864748;2025-12-23 14:30:26.273521+00:00
2247;prx3;0.9;24.35;864747;2025-12-23 14:30:24.612201+00:00
2246;prx2;0.43;18.13;864696;2025-12-23 14:30:17.462796+00:00
2245;prx3;1.34;24.36;864733;2025-12-23 14:30:11.094261+00:00
2244;prx3;0.93;24.35;864731;2025-12-23 14:30:09.460551+00:00
2243;prx2;0.36;18.13;864681;2025-12-23 14:30:02.329635+00:00
2242;prx3;0.91;24.36;864718;2025-12-23 14:29:55.926987+00:00
2241;prx1;0.09;3.27;864596;2025-12-23 14:29:54.312303+00:00
2240;prx2;0.38;18.13;864665;2025-12-23 14:29:47.178933+00:00
2239;prx3;1.53;24.35;864703;2025-12-23 14:29:40.761497+00:00
2238;prx3;0.6;24.34;864701;2025-12-23 14:29:39.169576+00:00
2237;prx2;0.32;18.13;864650;2025-12-23 14:29:32.030574+00:00
2236;prx3;1.37;24.35;864687;2025-12-23 14:29:25.576827+00:00
2235;prx3;0.94;24.36;864686;2025-12-23 14:29:23.981377+00:00
2234;prx2;0.36;18.13;864635;2025-12-23 14:29:16.897067+00:00
2233;prx3;1.55;24.36;864672;2025-12-23 14:29:10.390361+00:00
2232;prx3;1.28;24.34;864671;2025-12-23 14:29:08.815193+00:00
2231;prx2;0.35;18.12;864620;2025-12-23 14:29:01.770136+00:00
2230;prx3;0.91;24.35;864657;2025-12-23 14:28:55.201522+00:00
2229;prx1;0.07;3.28;864536;2025-12-23 14:28:53.649888+00:00
2228;prx2;0.36;18.12;864605;2025-12-23 14:28:46.629509+00:00
2227;prx3;0.82;24.36;864642;2025-12-23 14:28:40.015871+00:00
2226;prx1;0.08;3.28;864521;2025-12-23 14:28:38.474386+00:00
2225;prx2;0.34;18.12;864590;2025-12-23 14:28:31.435819+00:00
2224;prx3;0.49;24.35;864627;2025-12-23 14:28:24.818008+00:00
2223;prx3;0.91;24.34;864625;2025-12-23 14:28:23.307841+00:00
2222;prx2;0.37;18.12;864575;2025-12-23 14:28:16.238252+00:00
2221;prx3;1.18;24.35;864612;2025-12-23 14:28:09.648354+00:00
2220;prx3;1.43;24.33;864610;2025-12-23 14:28:08.120608+00:00
2219;prx2;0.36;18.13;864559;2025-12-23 14:28:01.105438+00:00
2218;prx3;0.87;24.35;864596;2025-12-23 14:27:54.465208+00:00
2217;prx1;0.07;3.26;864475;2025-12-23 14:27:52.954356+00:00
2216;prx2;0.38;18.13;864544;2025-12-23 14:27:45.955946+00:00
2215;prx3;0.76;24.35;864581;2025-12-23 14:27:39.283008+00:00
2214;prx3;0.81;24.34;864580;2025-12-23 14:27:37.836814+00:00
2213;prx2;0.35;18.13;864529;2025-12-23 14:27:30.820416+00:00
2212;prx3;1.06;24.36;864566;2025-12-23 14:27:24.095667+00:00
2211;prx3;1.0;24.35;864565;2025-12-23 14:27:22.673521+00:00
2210;prx2;0.43;18.13;864512;2025-12-23 14:27:13.657149+00:00
2209;prx3;1.36;24.36;864551;2025-12-23 14:27:08.935168+00:00
2208;prx1;0.09;3.27;864430;2025-12-23 14:27:07.548589+00:00
2207;prx2;0.4;18.13;864497;2025-12-23 14:26:58.538639+00:00
2206;prx3;1.06;24.38;864536;2025-12-23 14:26:53.723073+00:00
2205;prx1;0.07;3.27;864414;2025-12-23 14:26:52.376406+00:00
2204;prx2;0.43;18.13;864482;2025-12-23 14:26:43.336688+00:00
2203;prx3;0.74;24.37;864520;2025-12-23 14:26:38.491621+00:00
2202;prx1;0.08;3.26;864399;2025-12-23 14:26:37.222360+00:00
2201;prx2;0.36;18.12;864466;2025-12-23 14:26:28.132873+00:00
2200;prx3;1.42;24.36;864505;2025-12-23 14:26:23.279696+00:00
2199;prx1;0.08;3.27;864384;2025-12-23 14:26:22.038462+00:00
2198;prx2;0.42;18.13;864451;2025-12-23 14:26:12.960439+00:00
2197;prx3;0.64;24.35;864490;2025-12-23 14:26:08.052774+00:00
2196;prx1;0.08;3.29;864369;2025-12-23 14:26:06.830479+00:00
2195;prx2;0.41;18.13;864436;2025-12-23 14:25:57.799000+00:00
2194;prx3;0.67;24.35;864475;2025-12-23 14:25:52.821230+00:00
2193;prx1;0.08;3.29;864354;2025-12-23 14:25:51.682271+00:00
2192;prx2;0.34;18.13;864421;2025-12-23 14:25:42.635351+00:00
2191;prx3;1.04;24.35;864460;2025-12-23 14:25:37.620603+00:00
2190;prx3;0.63;24.34;864458;2025-12-23 14:25:36.491478+00:00
2189;prx2;0.41;18.13;864406;2025-12-23 14:25:27.458451+00:00
2188;prx3;1.01;24.36;864444;2025-12-23 14:25:22.377100+00:00
2187;prx3;1.0;24.35;864443;2025-12-23 14:25:21.314679+00:00
2186;prx2;0.38;18.13;864391;2025-12-23 14:25:12.272614+00:00
2185;prx3;1.0;24.36;864429;2025-12-23 14:25:07.163107+00:00
2184;prx1;0.08;3.3;864308;2025-12-23 14:25:06.132184+00:00
2183;prx2;0.57;18.13;864375;2025-12-23 14:24:57.105747+00:00
2182;prx3;0.77;24.36;864414;2025-12-23 14:24:51.930887+00:00
2181;prx1;0.08;3.29;864293;2025-12-23 14:24:50.950375+00:00
2180;prx2;0.35;18.14;864360;2025-12-23 14:24:41.943806+00:00
2179;prx3;0.65;24.36;864399;2025-12-23 14:24:36.715882+00:00
2178;prx1;0.09;3.28;864278;2025-12-23 14:24:35.758598+00:00
2177;prx2;0.36;18.14;864345;2025-12-23 14:24:26.759978+00:00
2176;prx3;0.82;24.36;864383;2025-12-23 14:24:21.490583+00:00
2175;prx1;0.09;3.28;864263;2025-12-23 14:24:20.552036+00:00
2174;prx2;0.35;18.13;864330;2025-12-23 14:24:11.592244+00:00
2173;prx3;1.37;24.36;864368;2025-12-23 14:24:06.238447+00:00
2172;prx1;0.12;3.27;864247;2025-12-23 14:24:05.368011+00:00
2171;prx2;0.37;18.13;864315;2025-12-23 14:23:56.423802+00:00
2170;prx3;1.04;24.36;864353;2025-12-23 14:23:51.007604+00:00
2169;prx1;0.07;3.28;864232;2025-12-23 14:23:50.194996+00:00
2168;prx2;0.31;18.13;864300;2025-12-23 14:23:41.264178+00:00
2167;prx3;0.91;24.36;864338;2025-12-23 14:23:35.783422+00:00
2166;prx1;0.07;3.28;864217;2025-12-23 14:23:35.016425+00:00
2165;prx2;0.36;18.13;864284;2025-12-23 14:23:26.090513+00:00
2164;prx3;1.57;24.37;864322;2025-12-23 14:23:20.565760+00:00
2163;prx1;0.06;3.27;864202;2025-12-23 14:23:19.830267+00:00
2162;prx2;0.34;18.12;864269;2025-12-23 14:23:10.935065+00:00
2161;prx3;0.85;24.37;864307;2025-12-23 14:23:05.374603+00:00
2160;prx1;0.08;3.29;864187;2025-12-23 14:23:04.649509+00:00
2159;prx2;0.34;18.13;864254;2025-12-23 14:22:55.798163+00:00
2158;prx3;1.14;24.36;864292;2025-12-23 14:22:50.158331+00:00
2157;prx1;0.07;3.27;864172;2025-12-23 14:22:49.500893+00:00
2156;prx2;0.3;18.13;864239;2025-12-23 14:22:40.614540+00:00
2155;prx3;0.9;24.36;864277;2025-12-23 14:22:34.949076+00:00
2154;prx1;0.08;3.29;864156;2025-12-23 14:22:34.337822+00:00
2153;prx2;0.34;18.13;864224;2025-12-23 14:22:25.431131+00:00
2152;prx3;1.24;24.37;864262;2025-12-23 14:22:19.747222+00:00
2151;prx1;0.07;3.29;864141;2025-12-23 14:22:19.151666+00:00
2150;prx2;0.33;18.12;864209;2025-12-23 14:22:10.248538+00:00
2149;prx3;1.31;24.37;864246;2025-12-23 14:22:04.547471+00:00
2148;prx1;0.08;3.29;864126;2025-12-23 14:22:03.980678+00:00
2147;prx2;0.36;18.12;864193;2025-12-23 14:21:55.068434+00:00
2146;prx3;0.96;24.36;864231;2025-12-23 14:21:49.347489+00:00
2145;prx1;0.08;3.28;864111;2025-12-23 14:21:48.812661+00:00
2144;prx2;0.35;18.12;864178;2025-12-23 14:21:39.891239+00:00
2143;prx3;0.86;24.36;864216;2025-12-23 14:21:34.113836+00:00
2142;prx1;0.09;3.29;864096;2025-12-23 14:21:33.629564+00:00
2141;prx2;0.37;18.12;864163;2025-12-23 14:21:24.735293+00:00
2140;prx3;1.28;24.34;864201;2025-12-23 14:21:18.897574+00:00
2139;prx1;0.08;3.3;864081;2025-12-23 14:21:18.426737+00:00
2138;prx2;0.38;18.11;864148;2025-12-23 14:21:09.562965+00:00
2137;prx3;0.89;24.34;864186;2025-12-23 14:21:03.701101+00:00
2136;prx1;0.07;3.29;864065;2025-12-23 14:21:03.252871+00:00
2135;prx2;0.4;18.11;864133;2025-12-23 14:20:54.419939+00:00
2134;prx3;0.9;24.36;864170;2025-12-23 14:20:48.497392+00:00
2133;prx1;0.09;3.27;864050;2025-12-23 14:20:48.069963+00:00
2132;prx2;0.36;18.11;864118;2025-12-23 14:20:39.250916+00:00
2131;prx3;0.72;24.36;864155;2025-12-23 14:20:33.270325+00:00
2130;prx1;0.08;3.26;864035;2025-12-23 14:20:32.880842+00:00
2129;prx2;0.37;18.12;864102;2025-12-23 14:20:24.076053+00:00
2128;prx3;1.01;24.34;864140;2025-12-23 14:20:18.039228+00:00
2127;prx3;1.14;24.33;864140;2025-12-23 14:20:17.718026+00:00
2126;prx2;0.4;18.12;864087;2025-12-23 14:20:08.877621+00:00
2125;prx3;0.96;24.36;864125;2025-12-23 14:20:02.842304+00:00
2124;prx3;0.85;24.34;864124;2025-12-23 14:20:02.537473+00:00
2123;prx2;0.4;18.12;864072;2025-12-23 14:19:53.714003+00:00
2122;prx3;0.74;24.35;864110;2025-12-23 14:19:47.641368+00:00
2121;prx1;0.09;3.27;863989;2025-12-23 14:19:47.322484+00:00
2120;prx2;0.36;18.12;864057;2025-12-23 14:19:38.540159+00:00
2119;prx3;0.82;24.35;864094;2025-12-23 14:19:32.435355+00:00
2118;prx3;0.69;24.34;864094;2025-12-23 14:19:32.155862+00:00
2117;prx2;0.37;18.11;864042;2025-12-23 14:19:23.390436+00:00
2116;prx3;1.4;24.34;864079;2025-12-23 14:19:17.241652+00:00
2115;prx3;1.4;24.33;864079;2025-12-23 14:19:16.962054+00:00
2114;prx2;0.4;18.11;864027;2025-12-23 14:19:08.216805+00:00
2113;prx3;0.63;24.34;864064;2025-12-23 14:19:02.048741+00:00
2112;prx3;0.81;24.34;864064;2025-12-23 14:19:02.037731+00:00
2111;prx2;0.43;18.12;864011;2025-12-23 14:18:53.042985+00:00
2110;prx3;0.82;24.34;864049;2025-12-23 14:18:46.826028+00:00
2109;prx1;0.08;3.27;863929;2025-12-23 14:18:46.625038+00:00
2108;prx2;0.33;18.12;863996;2025-12-23 14:18:37.930942+00:00
2107;prx3;0.6;24.34;864034;2025-12-23 14:18:31.667452+00:00
2106;prx1;0.07;3.27;863914;2025-12-23 14:18:31.654046+00:00
2105;prx2;0.4;18.11;863981;2025-12-23 14:18:22.788529+00:00
2104;prx3;0.95;24.34;864016;2025-12-23 14:18:14.094058+00:00
2103;prx3;1.43;24.33;864016;2025-12-23 14:18:13.825417+00:00
2102;prx2;0.38;18.11;863966;2025-12-23 14:18:07.631194+00:00
2101;prx3;0.6;24.35;864001;2025-12-23 14:17:58.892612+00:00
2100;prx1;0.08;3.28;863881;2025-12-23 14:17:58.636193+00:00
2099;prx2;0.36;18.12;863951;2025-12-23 14:17:52.478503+00:00
2098;prx3;0.71;24.35;863986;2025-12-23 14:17:43.688631+00:00
2097;prx1;0.08;3.3;863866;2025-12-23 14:17:43.461620+00:00
2096;prx2;0.58;18.11;863936;2025-12-23 14:17:37.322715+00:00
2094;prx3;0.92;24.33;863970;2025-12-23 14:17:28.496603+00:00
2095;prx3;0.97;24.35;863970;2025-12-23 14:17:28.496603+00:00
2093;prx2;0.37;18.12;863920;2025-12-23 14:17:22.120123+00:00
2092;prx3;0.99;24.34;863955;2025-12-23 14:17:13.294559+00:00
2091;prx1;0.07;3.28;863835;2025-12-23 14:17:13.279959+00:00
2090;prx2;0.46;18.12;863905;2025-12-23 14:17:06.939944+00:00
2089;prx3;0.88;24.34;863936;2025-12-23 14:16:54.504531+00:00
2088;prx1;0.08;3.27;863816;2025-12-23 14:16:53.888337+00:00
2087;prx2;0.52;18.11;863890;2025-12-23 14:16:51.755665+00:00
2086;prx3;0.56;24.33;863921;2025-12-23 14:16:39.241362+00:00
2085;prx3;0.77;24.32;863921;2025-12-23 14:16:38.716007+00:00
2084;prx2;0.44;18.11;863875;2025-12-23 14:16:36.575053+00:00
2083;prx3;1.18;24.34;863906;2025-12-23 14:16:24.019706+00:00
2082;prx3;1.18;24.33;863905;2025-12-23 14:16:23.507979+00:00
2081;prx2;0.5;18.11;863860;2025-12-23 14:16:21.410841+00:00
2080;prx3;0.87;24.33;863891;2025-12-23 14:16:08.803758+00:00
2079;prx1;0.08;3.27;863770;2025-12-23 14:16:08.316841+00:00
2078;prx2;0.52;18.11;863845;2025-12-23 14:16:06.232129+00:00
2077;prx3;1.68;24.32;863875;2025-12-23 14:15:53.583843+00:00
2076;prx3;0.63;24.31;863875;2025-12-23 14:15:53.139112+00:00
2075;prx2;0.58;18.11;863829;2025-12-23 14:15:51.040908+00:00
2074;prx3;0.75;24.34;863860;2025-12-23 14:15:38.358394+00:00
2073;prx3;0.84;24.31;863860;2025-12-23 14:15:37.939373+00:00
2072;prx2;0.59;18.12;863814;2025-12-23 14:15:35.860251+00:00
2071;prx3;1.02;24.32;863845;2025-12-23 14:15:23.102674+00:00
2070;prx1;0.07;3.26;863725;2025-12-23 14:15:22.743636+00:00
2069;prx2;0.57;18.12;863799;2025-12-23 14:15:20.660000+00:00
2068;prx3;0.88;24.33;863830;2025-12-23 14:15:07.899804+00:00
2067;prx1;0.08;3.26;863710;2025-12-23 14:15:07.567043+00:00
2066;prx2;0.66;18.12;863784;2025-12-23 14:15:05.495807+00:00
2065;prx3;0.64;24.33;863815;2025-12-23 14:14:52.687392+00:00
2064;prx1;0.07;3.25;863695;2025-12-23 14:14:52.382102+00:00
2063;prx2;0.6;18.11;863769;2025-12-23 14:14:50.306120+00:00
2062;prx3;0.8;24.35;863799;2025-12-23 14:14:37.478906+00:00
2061;prx3;0.93;24.33;863799;2025-12-23 14:14:37.184272+00:00
2060;prx2;0.0;18.12;863753;2025-12-23 14:14:35.133620+00:00
2059;prx3;1.0;24.34;863784;2025-12-23 14:14:22.281419+00:00
2058;prx1;0.09;3.28;863664;2025-12-23 14:14:22.023962+00:00
2057;prx2;0.57;18.12;863738;2025-12-23 14:14:19.978378+00:00
2056;prx3;0.89;24.34;863769;2025-12-23 14:14:07.098699+00:00
2055;prx3;0.9;24.32;863769;2025-12-23 14:14:06.883823+00:00
2054;prx2;0.58;18.11;863723;2025-12-23 14:14:04.853669+00:00
2053;prx3;0.82;24.33;863754;2025-12-23 14:13:51.930243+00:00
2052;prx1;0.07;3.26;863634;2025-12-23 14:13:51.913521+00:00
2051;prx3;0.81;24.35;863732;2025-12-23 14:13:30.564203+00:00
2050;prx1;0.07;3.27;863612;2025-12-23 14:13:30.085064+00:00
2049;prx2;0.59;18.12;863688;2025-12-23 14:13:29.643481+00:00
2048;prx3;0.82;24.34;863717;2025-12-23 14:13:15.328591+00:00
2047;prx3;1.22;24.33;863717;2025-12-23 14:13:14.893369+00:00
2046;prx2;0.64;18.12;863673;2025-12-23 14:13:14.473419+00:00
2045;prx3;1.37;24.35;863702;2025-12-23 14:13:00.103430+00:00
2044;prx3;0.83;24.33;863702;2025-12-23 14:12:59.694869+00:00
2043;prx2;0.57;18.12;863658;2025-12-23 14:12:59.281001+00:00
2042;prx3;1.68;24.34;863687;2025-12-23 14:12:44.883581+00:00
2041;prx3;0.62;24.33;863686;2025-12-23 14:12:44.491777+00:00
2040;prx2;0.44;18.12;863642;2025-12-23 14:12:44.123400+00:00
2039;prx3;0.88;24.34;863672;2025-12-23 14:12:29.665465+00:00
2038;prx1;0.08;3.28;863551;2025-12-23 14:12:29.259584+00:00
2037;prx2;0.36;18.12;863627;2025-12-23 14:12:28.958740+00:00
2036;prx3;1.23;24.34;863656;2025-12-23 14:12:14.473131+00:00
2035;prx3;0.83;24.33;863656;2025-12-23 14:12:14.075658+00:00
2034;prx2;0.36;18.11;863612;2025-12-23 14:12:13.772114+00:00
2033;prx3;0.74;24.35;863641;2025-12-23 14:11:59.246194+00:00
2032;prx1;0.1;3.28;863521;2025-12-23 14:11:58.888480+00:00
2031;prx2;0.36;18.12;863597;2025-12-23 14:11:58.597854+00:00
2030;prx3;0.84;24.35;863626;2025-12-23 14:11:44.031419+00:00
2029;prx1;0.1;3.26;863506;2025-12-23 14:11:43.719385+00:00
2028;prx2;0.0;18.12;863582;2025-12-23 14:11:43.478574+00:00
2027;prx2;0.31;18.12;862967;2025-12-23 14:01:28.555333+00:00
2026;prx3;1.02;24.34;863010;2025-12-23 14:01:28.555333+00:00
2025;prx3;1.02;24.32;863010;2025-12-23 14:01:28.439863+00:00
2024;prx2;0.36;18.12;862952;2025-12-23 14:01:13.382523+00:00
2023;prx3;1.11;24.34;862995;2025-12-23 14:01:13.380907+00:00
2022;prx1;0.09;3.28;862875;2025-12-23 14:01:13.379517+00:00
2021;prx1;0.12;3.27;862868;2025-12-23 14:01:05.674365+00:00
2020;prx2;0.36;18.12;862942;2025-12-23 14:01:03.782661+00:00
2019;prx3;1.07;24.34;862981;2025-12-23 14:00:58.851421+00:00
2018;prx3;1.21;24.33;862972;2025-12-23 14:00:50.462003+00:00
2017;prx2;0.32;18.13;862927;2025-12-23 14:00:48.639577+00:00
2016;prx3;1.46;24.34;862966;2025-12-23 14:00:43.653513+00:00
2015;prx1;0.14;3.27;862837;2025-12-23 14:00:35.274695+00:00
2014;prx2;0.36;18.12;862912;2025-12-23 14:00:33.434616+00:00
2013;prx3;1.27;24.32;862950;2025-12-23 14:00:28.447604+00:00
2012;prx1;0.12;3.27;862822;2025-12-23 14:00:20.103123+00:00
2011;prx2;0.39;18.11;862897;2025-12-23 14:00:18.268223+00:00
2010;prx3;1.6;24.32;862935;2025-12-23 14:00:13.250754+00:00
2009;prx1;0.15;3.27;862807;2025-12-23 14:00:04.974067+00:00
2008;prx2;0.41;18.12;862881;2025-12-23 14:00:03.103282+00:00
2007;prx3;1.05;24.31;862920;2025-12-23 13:59:58.085096+00:00
2006;prx1;0.16;3.26;862792;2025-12-23 13:59:49.836913+00:00
2005;prx2;0.37;18.12;862866;2025-12-23 13:59:47.971520+00:00
2004;prx3;1.09;24.31;862905;2025-12-23 13:59:42.919904+00:00
2003;prx1;0.14;3.27;862777;2025-12-23 13:59:34.689156+00:00
2002;prx2;0.38;18.13;862851;2025-12-23 13:59:32.854706+00:00
2001;prx3;1.07;24.31;862890;2025-12-23 13:59:27.752100+00:00
2000;prx3;0.61;24.31;862881;2025-12-23 13:59:19.555017+00:00
1999;prx2;0.4;18.12;862836;2025-12-23 13:59:17.710414+00:00
1998;prx3;1.75;24.33;862874;2025-12-23 13:59:12.586767+00:00
1997;prx1;0.14;3.27;862747;2025-12-23 13:59:04.404757+00:00
1996;prx2;0.35;18.13;862821;2025-12-23 13:59:02.536150+00:00
1995;prx3;0.84;24.33;862859;2025-12-23 13:58:57.419050+00:00
1994;prx1;0.13;3.27;862731;2025-12-23 13:58:49.239663+00:00
1993;prx2;0.34;18.12;862806;2025-12-23 13:58:47.342772+00:00
1992;prx3;1.06;24.33;862844;2025-12-23 13:58:42.237623+00:00
1991;prx3;1.17;24.31;862836;2025-12-23 13:58:34.098712+00:00
1990;prx2;0.32;18.12;862791;2025-12-23 13:58:32.191547+00:00
1989;prx3;0.78;24.32;862829;2025-12-23 13:58:27.050262+00:00
1988;prx1;0.12;3.27;862701;2025-12-23 13:58:18.790177+00:00
1987;prx2;0.35;18.12;862775;2025-12-23 13:58:16.675040+00:00
1986;prx3;1.52;24.33;862814;2025-12-23 13:58:11.872624+00:00
1985;prx1;0.12;3.27;862686;2025-12-23 13:58:03.648029+00:00
1984;prx2;0.3;18.13;862760;2025-12-23 13:58:01.578769+00:00
1983;prx3;0.98;24.32;862799;2025-12-23 13:57:56.689436+00:00
1982;prx1;0.12;3.28;862671;2025-12-23 13:57:48.508421+00:00
1981;prx2;0.38;18.13;862745;2025-12-23 13:57:46.407565+00:00
1980;prx3;0.92;24.32;862783;2025-12-23 13:57:41.507568+00:00
1979;prx3;0.84;24.31;862775;2025-12-23 13:57:33.358805+00:00
1978;prx2;0.35;18.12;862730;2025-12-23 13:57:31.261325+00:00
1977;prx3;1.15;24.32;862768;2025-12-23 13:57:26.358654+00:00
1976;prx1;0.12;3.27;862640;2025-12-23 13:57:18.192870+00:00
1975;prx2;0.35;18.13;862714;2025-12-23 13:57:16.126478+00:00
1974;prx3;1.99;24.31;862753;2025-12-23 13:57:11.191935+00:00
1973;prx3;1.02;24.31;862745;2025-12-23 13:57:03.059335+00:00
1972;prx2;0.32;18.13;862699;2025-12-23 13:57:00.978432+00:00
1971;prx3;0.96;24.32;862738;2025-12-23 13:56:56.026345+00:00
1970;prx3;0.86;24.31;862730;2025-12-23 13:56:47.904695+00:00
1969;prx2;0.32;18.13;862684;2025-12-23 13:56:45.860509+00:00
1968;prx3;0.86;24.32;862723;2025-12-23 13:56:40.859561+00:00
1967;prx1;0.12;3.27;862595;2025-12-23 13:56:32.763115+00:00
1966;prx2;0.37;18.13;862669;2025-12-23 13:56:30.711572+00:00
1965;prx3;1.34;24.32;862708;2025-12-23 13:56:25.659467+00:00
1964;prx3;0.97;24.31;862700;2025-12-23 13:56:17.629095+00:00
1963;prx2;0.36;18.13;862654;2025-12-23 13:56:15.579783+00:00
1962;prx3;1.45;24.32;862692;2025-12-23 13:56:10.462089+00:00
1961;prx3;0.94;24.32;862684;2025-12-23 13:56:02.480843+00:00
1960;prx2;0.41;18.12;862639;2025-12-23 13:56:00.463158+00:00
1959;prx3;0.96;24.32;862677;2025-12-23 13:55:55.297049+00:00
1958;prx1;0.12;3.3;862549;2025-12-23 13:55:47.362542+00:00
1957;prx2;0.37;18.12;862624;2025-12-23 13:55:45.347135+00:00
1956;prx3;0.69;24.32;862662;2025-12-23 13:55:40.144309+00:00
1955;prx1;0.13;3.3;862534;2025-12-23 13:55:32.214936+00:00
1954;prx2;0.31;18.12;862609;2025-12-23 13:55:30.232320+00:00
1953;prx3;0.91;24.33;862647;2025-12-23 13:55:24.962526+00:00
1952;prx1;0.13;3.28;862519;2025-12-23 13:55:17.064650+00:00
1951;prx2;0.38;18.13;862593;2025-12-23 13:55:15.096515+00:00
1950;prx3;1.34;24.33;862632;2025-12-23 13:55:09.796434+00:00
1949;prx1;0.13;3.3;862504;2025-12-23 13:55:01.933108+00:00
1948;prx2;0.35;18.12;862578;2025-12-23 13:54:59.966838+00:00
1947;prx3;0.84;24.32;862617;2025-12-23 13:54:54.612761+00:00
1946;prx3;0.74;24.32;862609;2025-12-23 13:54:46.805204+00:00
1945;prx2;0.42;18.12;862563;2025-12-23 13:54:44.850734+00:00
1944;prx3;0.63;24.33;862601;2025-12-23 13:54:39.415374+00:00
1943;prx1;0.14;3.28;862474;2025-12-23 13:54:31.649092+00:00
1942;prx2;0.35;18.12;862548;2025-12-23 13:54:29.733811+00:00
1941;prx3;0.92;24.31;862586;2025-12-23 13:54:24.247924+00:00
1940;prx1;0.12;3.28;862459;2025-12-23 13:54:16.510208+00:00
1939;prx2;0.35;18.12;862533;2025-12-23 13:54:14.600727+00:00
1938;prx3;1.01;24.32;862571;2025-12-23 13:54:09.049722+00:00
1937;prx1;0.15;3.27;862443;2025-12-23 13:54:01.350698+00:00
1936;prx2;0.34;18.12;862518;2025-12-23 13:53:59.469255+00:00
1935;prx3;0.87;24.34;862556;2025-12-23 13:53:53.883640+00:00
1934;prx1;0.13;3.28;862428;2025-12-23 13:53:46.202908+00:00
1933;prx2;0.36;18.12;862503;2025-12-23 13:53:44.350741+00:00
1932;prx3;0.62;24.32;862541;2025-12-23 13:53:38.700517+00:00
1931;prx1;0.12;3.27;862413;2025-12-23 13:53:31.069252+00:00
1930;prx2;0.34;18.12;862488;2025-12-23 13:53:29.202533+00:00
1929;prx3;0.98;24.32;862525;2025-12-23 13:53:23.518660+00:00
1928;prx3;0.8;24.33;862518;2025-12-23 13:53:15.921587+00:00
1927;prx2;0.34;18.12;862472;2025-12-23 13:53:14.070087+00:00
1926;prx3;0.88;24.33;862510;2025-12-23 13:53:08.335940+00:00
1925;prx1;0.1;3.26;862383;2025-12-23 13:53:00.737791+00:00
1924;prx2;0.34;18.12;862457;2025-12-23 13:52:58.937073+00:00
1923;prx3;0.75;24.33;862495;2025-12-23 13:52:53.185648+00:00
1922;prx1;0.12;3.26;862368;2025-12-23 13:52:45.605106+00:00
1921;prx2;0.35;18.11;862442;2025-12-23 13:52:43.788569+00:00
1920;prx3;0.97;24.32;862480;2025-12-23 13:52:38.005080+00:00
1919;prx3;0.82;24.33;862472;2025-12-23 13:52:30.458904+00:00
1918;prx2;0.36;18.12;862427;2025-12-23 13:52:28.644942+00:00
1917;prx3;0.91;24.33;862465;2025-12-23 13:52:22.853794+00:00
1916;prx1;0.13;3.26;862337;2025-12-23 13:52:15.305399+00:00
1915;prx2;0.37;18.11;862412;2025-12-23 13:52:13.506131+00:00
